age,gender,vehicle_age,vehicle_type,annual_mileage,driving_violations,claim_amount,previous_claims,credit_score,region,is_fraud
35,M,4,truck,16203,0,2366,1,733,suburban,0
35,F,3,sedan,8128,1,1248,1,703,urban,0
37,F,4,suv,8738,1,5136,3,669,rural,1
65,F,3,luxury,11383,0,2581,1,659,suburban,0
18,F,7,suv,6665,0,2724,1,628,suburban,0
50,F,4,suv,11782,3,851,2,505,rural,1
45,M,5,truck,9460,2,3665,1,665,suburban,1
19,M,2,truck,14312,0,2244,0,644,urban,0
49,F,5,luxury,10335,0,1757,1,577,urban,0
52,F,5,luxury,15530,0,3809,2,795,urban,1
53,M,3,suv,6687,2,5458,0,718,urban,0
18,M,6,luxury,4942,0,1947,3,580,rural,0
65,M,4,truck,10586,0,13861,1,767,suburban,0
33,M,7,sports,16540,2,1308,2,790,urban,0
55,M,7,truck,14209,0,2797,2,616,rural,0
56,M,4,suv,12309,1,3383,1,703,urban,0
31,F,4,truck,16830,2,568,2,670,urban,0
54,F,4,sedan,15228,0,1808,1,484,suburban,0
39,F,4,sports,19970,0,7437,1,629,rural,0
18,F,6,sports,10733,0,2906,1,730,urban,0
62,F,5,truck,15117,0,3306,1,664,urban,0
33,M,2,luxury,17084,2,732,3,741,urban,0
32,M,4,suv,9608,1,2207,0,676,rural,0
38,M,7,luxury,14805,0,982,0,617,urban,0
49,M,5,truck,17726,2,1592,0,793,urban,0
44,M,6,suv,14296,0,1498,1,609,urban,0
53,M,6,sports,5476,0,16047,1,639,urban,0
24,F,2,suv,16309,1,2418,0,788,urban,0
33,F,5,sedan,16195,1,4004,0,850,urban,0
43,M,5,truck,3902,1,2042,0,735,rural,1
73,F,2,truck,13350,0,4477,1,638,suburban,0
43,M,9,luxury,15487,1,842,1,609,urban,1
61,F,3,sedan,17310,0,1101,0,544,urban,0
45,M,6,luxury,10898,0,4304,1,785,suburban,0
37,M,4,sedan,13248,1,1624,3,758,rural,0
41,F,8,sports,2590,0,5675,0,599,urban,0
42,M,5,suv,17107,1,500,0,608,rural,0
54,F,0,sports,8586,0,1566,3,553,rural,0
65,F,7,suv,14894,0,13850,0,564,rural,0
50,M,5,luxury,6439,1,23874,1,615,suburban,0
62,M,4,sedan,14715,1,2613,1,656,rural,0
30,M,5,suv,13006,0,2023,1,814,rural,0
38,F,7,sports,11089,0,5295,0,589,suburban,0
34,F,4,truck,1000,0,3441,1,809,suburban,0
49,M,8,truck,7080,0,1071,0,678,rural,0
39,M,6,truck,13301,1,4773,0,465,suburban,0
55,M,8,luxury,6142,1,1991,2,752,suburban,0
31,M,9,sports,11247,1,4551,1,509,rural,0
45,M,11,suv,8748,0,8632,0,850,suburban,0
55,M,6,sports,17407,0,1531,0,713,urban,0
18,M,9,sports,3440,0,1351,0,796,suburban,0
76,F,5,luxury,9508,1,4426,0,568,suburban,0
40,F,7,suv,11050,1,10441,0,605,urban,0
18,M,3,suv,18213,0,7944,1,658,suburban,0
47,M,0,sports,14565,1,563,0,639,suburban,0
45,F,3,sports,16769,2,1211,1,621,suburban,0
43,M,8,truck,10048,1,3863,4,457,suburban,1
59,F,7,sports,11624,1,2007,0,719,urban,0
56,F,1,sedan,11481,0,6555,1,684,urban,0
49,M,1,truck,12784,0,1861,0,806,rural,0
51,F,3,sedan,16116,0,10781,3,563,suburban,0
43,F,4,sports,14932,1,1380,1,628,rural,0
71,M,3,sports,20863,3,2573,4,682,urban,0
22,M,4,luxury,16905,0,689,0,634,suburban,0
47,F,5,sports,12515,0,500,2,593,rural,0
45,M,5,luxury,8318,0,21321,0,626,suburban,0
57,F,3,luxury,14911,0,5822,1,734,urban,0
32,F,6,suv,3272,1,9389,1,714,urban,0
18,F,7,luxury,8502,0,697,0,754,suburban,0
47,F,3,suv,12853,1,4646,0,570,suburban,0
49,F,3,suv,17814,0,19418,0,681,rural,0
67,F,3,truck,10946,0,3743,2,568,urban,1
25,M,5,suv,13714,0,8735,2,756,rural,0
62,M,5,truck,9391,1,11988,2,827,rural,0
80,M,8,truck,22704,1,2129,0,654,suburban,0
39,M,3,truck,16865,0,6298,0,530,rural,0
25,F,6,sports,13214,0,9466,0,575,suburban,0
38,F,5,luxury,15958,0,2794,1,514,rural,0
45,F,5,luxury,9706,1,500,0,611,urban,0
53,F,6,sedan,10109,0,5386,1,704,urban,0
36,F,9,sedan,16969,0,1470,1,610,rural,0
68,M,3,sports,15700,1,2859,0,493,urban,0
28,M,4,suv,14947,0,2705,0,718,rural,0
18,M,3,sedan,5799,1,1957,0,515,suburban,1
61,F,7,sedan,15444,0,6550,0,803,suburban,0
18,F,1,truck,16537,0,2388,0,645,urban,0
41,M,3,sedan,15951,0,7411,0,664,suburban,0
85,F,3,luxury,16868,0,1205,0,776,suburban,0
44,F,4,truck,13827,1,6236,0,824,rural,0
28,M,3,sports,19689,1,1163,0,505,rural,1
44,F,7,sports,18484,1,2213,0,420,urban,0
44,M,4,sports,12925,0,2423,0,679,suburban,0
47,M,13,truck,6803,1,14922,1,766,urban,0
54,M,8,sedan,13646,2,890,0,627,rural,0
29,M,3,sedan,11722,0,1722,0,784,rural,0
70,F,7,luxury,17570,2,4034,0,786,suburban,0
48,F,5,truck,8556,1,2661,1,850,suburban,0
55,F,0,truck,5139,1,6023,0,686,suburban,0
35,M,5,luxury,2220,1,1073,1,438,urban,0
64,F,7,sedan,18428,0,9803,0,612,urban,0
41,M,12,sedan,18768,1,1850,2,763,rural,0
49,F,7,suv,22247,1,2357,1,760,rural,0
31,F,0,suv,22484,0,2817,0,574,suburban,0
30,M,10,suv,20295,1,27612,1,664,rural,1
55,F,6,suv,16116,0,2212,1,624,urban,0
38,M,3,sedan,9943,1,3697,1,563,urban,1
32,M,3,sports,8950,0,2100,0,715,suburban,1
35,F,5,truck,12216,0,13731,1,592,urban,1
55,F,5,suv,17209,0,4412,1,624,rural,0
35,F,4,sports,7069,1,1191,1,536,rural,0
43,F,3,suv,6694,0,2254,0,822,rural,0
45,M,8,luxury,14877,0,5711,0,700,rural,0
18,M,6,suv,6997,0,1694,1,674,rural,0
22,F,7,luxury,3946,1,4586,2,622,suburban,0
50,F,9,truck,11348,0,776,1,620,rural,0
33,F,5,suv,15971,0,39150,0,782,urban,0
60,M,6,luxury,8335,0,9463,1,441,suburban,0
59,F,5,truck,5930,0,5533,0,745,suburban,0
55,M,4,suv,5899,0,4228,0,601,rural,1
72,F,5,suv,12537,1,1317,1,651,urban,0
43,F,4,sedan,11388,0,2418,1,810,rural,0
54,M,9,sports,9148,0,4390,1,850,suburban,0
36,M,5,sports,10190,0,2124,3,769,rural,0
81,F,7,truck,13824,0,3770,0,600,rural,1
74,M,5,luxury,12195,0,500,2,580,rural,1
45,M,4,sports,8831,0,15347,0,850,rural,0
50,F,7,luxury,17735,0,4922,1,512,rural,0
65,M,3,luxury,18503,0,1759,2,564,rural,0
42,M,4,sports,7621,0,5954,0,687,rural,0
35,F,5,sports,5792,0,4331,1,782,suburban,0
58,F,3,luxury,11637,1,5062,2,602,suburban,0
46,M,5,luxury,14314,0,929,0,596,urban,0
47,F,4,suv,12049,1,1956,2,558,rural,0
32,M,2,suv,23025,0,2409,1,677,suburban,0
19,M,4,luxury,12989,0,3998,1,615,suburban,0
48,M,6,sports,13040,0,4259,0,530,urban,0
58,F,4,suv,14845,0,706,3,786,suburban,1
41,M,5,luxury,12981,1,13452,0,783,suburban,0
66,M,9,luxury,12902,0,1534,0,765,suburban,0
34,M,3,truck,4781,1,993,1,559,suburban,0
29,F,4,truck,10237,0,4176,1,789,suburban,1
43,F,7,luxury,10822,1,5949,1,614,urban,0
43,F,3,luxury,14784,0,1250,1,650,rural,0
56,M,2,luxury,18722,0,1175,0,667,rural,0
33,M,3,suv,13238,0,3815,0,728,rural,0
65,F,5,sedan,9247,0,8388,4,658,rural,0
74,M,4,suv,4717,2,7272,0,667,suburban,0
44,M,4,luxury,20831,0,2477,0,582,urban,0
63,M,7,suv,10091,0,3690,1,655,rural,0
29,M,7,sedan,16576,1,716,0,579,suburban,0
61,F,5,sedan,13749,0,2871,0,623,urban,1
60,F,5,sedan,18053,1,6461,1,815,urban,0
57,F,1,luxury,3887,1,500,1,675,suburban,0
44,M,4,sports,6415,0,6095,0,717,rural,0
18,M,5,sports,7893,0,876,0,673,rural,0
35,F,6,sports,22888,0,940,0,808,suburban,0
35,F,7,truck,6943,0,4686,1,425,rural,0
30,F,4,sports,9463,0,1721,0,660,rural,0
46,M,5,luxury,10090,0,11041,1,686,urban,0
38,F,4,luxury,16627,0,500,4,697,urban,1
32,M,5,truck,23469,0,3909,0,607,urban,0
29,F,3,luxury,16811,0,22521,2,605,urban,0
34,M,2,luxury,11607,1,8313,0,715,suburban,0
61,M,3,truck,3758,1,1457,0,850,suburban,0
35,F,9,truck,16047,0,944,0,597,rural,0
37,M,7,truck,13782,0,3308,2,764,rural,0
38,M,5,luxury,13549,0,1401,0,542,rural,0
50,F,6,truck,13287,0,1529,0,386,urban,1
51,F,6,sedan,14272,0,1241,2,560,rural,1
18,F,4,suv,20394,1,2830,0,679,urban,0
60,M,4,truck,3782,2,7679,0,722,suburban,0
66,M,2,truck,15357,1,4161,1,546,suburban,0
29,F,7,truck,14003,1,928,0,652,rural,0
30,F,7,truck,14415,1,7139,0,581,suburban,0
38,M,4,suv,6357,1,524,0,518,rural,0
33,F,4,luxury,6458,1,2419,3,514,rural,0
48,F,5,sports,10988,0,10236,0,728,suburban,0
18,M,6,sedan,14327,1,1280,1,502,rural,0
28,M,4,luxury,15447,0,808,1,737,suburban,1
68,F,5,truck,14897,0,4150,1,774,rural,0
31,M,6,luxury,19255,0,2304,0,473,suburban,1
63,M,5,sedan,13795,1,13209,0,739,rural,0
50,F,4,luxury,10318,2,1435,0,601,rural,0
18,F,9,luxury,24150,1,1179,0,584,urban,0
54,F,5,truck,13429,3,2516,0,632,urban,0
43,M,8,suv,13578,0,2043,1,633,rural,0
38,F,7,sports,9581,0,10734,1,644,urban,0
48,M,6,luxury,11451,2,6840,1,527,suburban,0
52,F,5,suv,11556,0,8012,0,716,suburban,0
55,M,12,sports,17336,1,3374,0,783,urban,0
62,M,6,sedan,13330,0,3339,1,648,urban,0
51,F,3,sedan,14841,0,836,0,669,rural,1
24,M,4,luxury,6948,0,2101,0,630,rural,1
37,F,11,sports,11001,0,1727,1,631,rural,0
85,F,2,sedan,20813,0,2387,1,656,rural,0
55,M,4,truck,14431,0,981,2,622,urban,0
80,M,4,suv,10685,2,6562,0,850,suburban,0
65,M,7,luxury,11253,0,9382,1,684,urban,0
48,F,6,sedan,3159,0,7260,0,690,rural,0
49,F,4,suv,10803,2,14294,0,573,suburban,0
44,F,10,truck,17663,1,5098,1,781,urban,0
18,F,1,luxury,5823,0,1671,0,631,urban,0
45,F,3,luxury,16276,0,4996,0,533,urban,0
63,F,6,sedan,16515,1,26186,4,594,urban,0
36,M,5,luxury,11600,0,1622,0,817,rural,0
51,F,6,suv,13151,0,11220,3,686,suburban,1
57,F,6,sports,18983,0,8533,1,602,urban,0
31,F,2,suv,4971,0,3516,1,534,rural,0
38,F,8,truck,15540,1,2117,2,850,urban,0
29,M,8,luxury,6533,0,2072,1,625,urban,0
32,M,0,truck,16450,0,16159,1,634,rural,0
25,M,6,truck,6760,0,1200,0,455,rural,0
31,F,2,luxury,18390,0,3349,0,683,urban,1
66,F,5,sports,10089,0,845,0,550,rural,1
31,F,4,suv,3906,0,990,2,637,urban,0
46,M,5,truck,10887,0,8878,1,700,rural,0
37,F,3,suv,7404,1,7034,2,794,suburban,0
62,F,3,truck,17178,0,2129,0,684,rural,0
64,M,5,luxury,19325,0,5152,1,641,suburban,1
57,M,8,luxury,8954,0,1560,0,773,urban,0
49,F,5,luxury,14138,0,2272,0,674,rural,0
41,M,1,luxury,14005,0,829,0,711,suburban,0
27,F,2,luxury,9450,1,1378,0,793,rural,1
74,F,3,suv,11602,0,12307,0,553,suburban,0
33,M,4,truck,9607,1,2390,0,692,suburban,0
54,F,7,sedan,9474,0,1574,2,735,urban,0
60,M,4,sports,16291,0,1714,2,583,rural,0
36,M,4,sedan,12039,0,1939,0,819,urban,0
60,F,6,truck,16274,0,1910,1,692,urban,0
56,M,7,suv,19737,0,3301,1,761,suburban,0
70,F,6,truck,13009,0,4710,0,570,urban,0
37,F,6,sports,6971,0,5577,0,479,suburban,0
25,M,8,truck,13951,1,6766,0,568,urban,0
37,M,3,luxury,13536,3,7100,0,850,urban,0
48,M,7,sedan,10028,0,1605,0,530,rural,0
45,F,5,sports,15712,2,2040,0,612,rural,1
39,F,4,sports,10094,0,3410,1,665,suburban,1
18,F,4,sedan,10319,1,4188,3,694,urban,0
52,F,1,suv,9036,0,737,1,638,urban,0
74,F,4,sedan,12992,1,2521,0,719,suburban,0
51,F,6,sedan,13231,0,500,0,647,suburban,0
54,F,9,sedan,13483,1,4624,0,723,rural,0
53,M,5,suv,15764,1,5435,2,584,rural,0
50,F,2,sports,13234,0,1509,0,783,rural,0
58,F,4,truck,8751,0,3789,2,657,suburban,0
50,M,5,sedan,12252,0,2131,0,744,rural,0
40,F,7,suv,6523,0,3833,0,622,urban,0
33,F,3,truck,18674,1,2340,2,514,suburban,1
41,M,2,truck,3939,1,14390,2,735,rural,0
49,F,6,sports,12295,0,3355,1,560,rural,0
40,M,4,luxury,13296,0,4820,0,684,suburban,0
49,F,6,truck,17304,2,2376,1,632,rural,1
51,F,7,sedan,8747,1,2209,1,579,rural,0
57,M,5,truck,14281,0,5818,0,488,rural,0
64,M,8,luxury,3121,1,1914,1,624,rural,0
46,F,1,luxury,14910,0,5489,0,673,suburban,0
25,F,2,sports,13105,0,3025,0,619,rural,1
39,M,6,suv,8461,2,4569,2,632,suburban,0
45,F,2,sports,10277,0,2087,2,791,suburban,0
18,M,5,luxury,13671,2,3098,3,766,rural,0
65,M,7,suv,12208,0,1299,1,650,rural,0
47,M,5,sports,12810,0,6719,2,678,rural,0
50,F,2,sedan,12095,2,1956,0,625,suburban,0
65,F,7,truck,12355,1,982,1,539,suburban,0
35,F,4,sedan,17805,0,1260,1,537,urban,0
53,M,6,sedan,15772,0,1976,0,810,suburban,0
43,F,4,truck,13347,0,5830,0,517,suburban,0
42,M,8,truck,13082,1,7239,0,730,urban,0
33,M,4,luxury,10697,0,2913,0,618,suburban,0
69,F,6,truck,20094,0,500,0,599,rural,0
39,F,2,sedan,8943,0,1765,1,592,suburban,0
55,M,8,truck,4686,0,2272,0,608,suburban,0
18,F,5,luxury,6769,0,559,1,773,suburban,0
62,M,5,suv,2615,0,826,2,552,urban,0
60,F,5,sports,16380,0,4070,2,768,urban,0
46,M,3,sedan,4615,0,6482,0,603,rural,0
41,F,5,truck,17763,1,5971,0,710,suburban,0
51,M,7,suv,9341,0,8983,0,715,rural,0
79,F,4,sports,4434,0,6816,1,767,urban,0
18,M,3,sports,11352,0,1656,0,804,rural,0
56,M,8,sports,20315,1,1539,2,608,urban,0
31,M,2,sedan,10082,0,4035,1,592,urban,0
44,M,4,sports,23179,0,1807,0,460,rural,1
41,M,7,sedan,4825,0,2830,0,473,suburban,1
38,M,6,sedan,13220,0,10759,1,512,urban,0
44,F,6,luxury,14372,0,666,0,706,rural,0
27,M,4,sports,16198,0,500,1,591,urban,0
60,M,3,truck,16517,0,22682,1,611,suburban,0
18,F,4,suv,12205,1,2409,0,741,rural,0
53,F,5,sedan,18077,0,2535,0,732,urban,0
40,M,2,sedan,8885,1,679,2,673,urban,0
27,F,5,luxury,9223,0,500,0,435,urban,0
48,F,9,sedan,10792,1,1636,3,619,urban,0
21,M,6,sedan,10533,2,4283,0,670,urban,0
45,M,2,truck,13027,0,856,0,660,urban,0
23,F,5,sedan,15234,0,793,1,660,suburban,0
51,F,1,suv,11389,1,1078,0,685,rural,0
31,F,6,suv,9004,0,2402,1,478,suburban,0
38,F,6,truck,15705,1,981,1,685,suburban,0
49,F,4,luxury,14792,0,13917,0,850,suburban,0
33,F,8,truck,8349,3,1245,0,576,suburban,0
44,M,6,suv,4788,0,3260,1,643,suburban,0
22,F,6,truck,16457,0,8389,1,507,rural,1
54,M,5,truck,13585,0,11290,2,746,rural,1
71,M,4,sports,4372,2,852,2,599,urban,1
85,F,4,sports,15379,0,500,0,701,suburban,0
46,M,4,truck,12368,0,1142,1,730,suburban,0
56,F,7,sedan,14957,0,1037,1,610,suburban,0
18,M,2,truck,10781,0,500,2,762,urban,0
67,F,7,luxury,8506,0,4947,2,583,rural,0
56,M,8,truck,21879,0,4472,1,635,suburban,0
37,F,4,suv,17306,1,500,4,563,rural,0
63,M,2,luxury,13484,2,1023,0,850,rural,0
41,F,10,suv,10529,1,2166,1,655,rural,0
38,M,5,luxury,19376,0,6854,0,571,urban,0
52,M,3,luxury,25149,0,2304,0,690,rural,0
29,M,3,suv,8429,1,60220,2,595,suburban,0
60,F,5,truck,12333,1,1694,0,629,rural,0
29,F,2,luxury,10745,0,7941,0,646,urban,0
29,F,4,sedan,12754,1,2590,1,720,urban,0
31,F,2,suv,23862,0,13934,0,738,rural,0
56,F,4,suv,7105,0,1944,0,605,rural,0
35,M,4,truck,11543,0,2944,0,569,rural,0
24,F,6,truck,4611,0,15657,2,850,suburban,0
35,F,6,luxury,17018,0,1343,0,754,rural,1
44,M,5,suv,6886,0,20636,0,677,urban,0
27,F,3,truck,7526,1,5385,0,735,urban,0
27,F,14,suv,12369,1,4481,0,696,rural,0
76,F,6,sedan,6880,0,861,0,789,urban,0
32,F,6,suv,13405,0,1089,1,509,suburban,0
40,F,4,luxury,18850,0,4481,1,707,rural,0
39,F,6,sedan,19302,0,8099,0,636,suburban,0
38,M,6,sedan,15968,2,556,1,602,suburban,0
54,F,6,sports,13155,0,927,0,738,suburban,0
59,F,11,truck,14843,1,2388,0,646,rural,0
40,F,4,sedan,2426,0,12224,0,643,urban,0
26,M,6,sports,3995,0,1176,0,688,suburban,0
64,M,3,luxury,14125,1,757,0,683,suburban,0
43,M,1,truck,5087,2,3499,0,548,suburban,0
70,M,11,suv,5617,1,7668,1,614,suburban,0
18,F,6,suv,10103,0,500,0,642,rural,0
47,M,4,suv,17246,0,749,2,663,rural,1
73,F,2,sedan,4693,1,1000,1,681,suburban,0
39,F,5,truck,19133,1,3306,0,595,urban,0
41,F,6,luxury,7330,0,766,2,665,rural,0
49,M,7,sports,7193,1,16135,0,765,urban,0
36,F,10,truck,16558,0,705,0,800,suburban,1
40,M,3,sports,8829,0,22508,1,609,suburban,0
39,F,6,sports,16359,0,3713,0,634,rural,0
35,M,5,suv,4911,1,8655,0,584,rural,0
63,M,5,sedan,13312,0,1832,0,463,suburban,0
51,F,4,sedan,3606,0,4357,0,687,urban,0
48,F,7,luxury,4382,0,1957,1,690,suburban,0
57,F,8,luxury,14000,1,14135,0,616,suburban,0
41,M,5,suv,17132,0,6276,0,638,urban,0
33,M,4,sports,13272,0,4152,2,775,suburban,0
35,M,3,suv,14494,0,6290,0,755,suburban,0
45,F,3,sedan,11028,0,2966,0,513,suburban,0
29,M,3,sedan,9794,0,4650,0,608,urban,0
37,F,7,suv,10468,0,2206,0,606,suburban,0
37,M,2,truck,15889,0,1942,0,579,urban,1
76,M,6,sedan,10510,1,500,0,704,rural,0
18,M,3,luxury,10553,2,838,0,646,urban,0
42,F,9,truck,6179,0,2266,0,736,rural,0
70,F,8,suv,17794,0,4399,1,781,rural,0
46,F,4,truck,14281,1,20453,1,652,suburban,0
56,M,5,sports,17250,0,7002,0,602,urban,0
46,M,4,truck,10412,1,1148,2,655,rural,0
34,M,3,suv,18213,1,7516,2,820,rural,1
18,M,3,sports,5405,1,1029,0,567,rural,0
48,F,4,luxury,6348,0,7976,0,755,suburban,0
33,M,11,luxury,10497,2,1769,1,708,suburban,0
32,M,6,sedan,10495,0,1690,1,530,urban,0
37,F,3,truck,15069,0,5279,0,588,rural,0
71,F,11,suv,14312,0,2646,1,660,rural,0
81,F,6,luxury,4114,0,6437,2,701,urban,0
48,M,5,luxury,11589,0,545,1,628,rural,0
38,F,4,truck,18066,0,2404,1,557,rural,0
27,M,5,suv,11341,2,2182,3,441,suburban,0
52,F,1,suv,7093,0,500,0,521,suburban,0
71,M,7,sports,7102,0,3905,0,674,rural,0
41,M,2,luxury,11191,1,921,0,781,suburban,0
18,M,8,truck,14553,0,4928,0,782,rural,0
55,M,4,luxury,21903,1,49106,0,697,rural,0
59,M,9,truck,7132,0,2299,0,631,rural,0
21,M,3,sedan,9762,1,2660,1,503,rural,0
47,F,3,truck,19171,0,2540,0,681,rural,0
51,M,3,suv,12312,0,9769,0,413,suburban,0
43,M,4,sedan,23556,0,1941,1,497,suburban,0
33,M,3,truck,12031,0,3683,2,626,suburban,0
60,M,6,luxury,15924,0,4537,1,660,rural,0
38,F,7,sports,8298,1,1729,0,752,urban,1
22,M,5,luxury,1000,1,10014,0,582,rural,0
18,M,5,sedan,12035,1,8351,1,739,suburban,0
63,F,6,sedan,6755,0,2780,0,542,rural,0
54,M,4,sedan,6194,1,2254,0,771,suburban,0
46,F,2,truck,14239,0,8108,0,684,urban,0
38,M,4,suv,11629,2,1600,0,497,rural,0
37,M,8,sedan,13071,1,605,0,572,rural,0
28,F,5,suv,3780,1,1496,3,487,urban,0
38,F,8,sedan,9510,0,6305,1,799,suburban,0
18,F,4,sports,19432,0,9077,1,736,rural,0
33,M,5,luxury,5948,0,6564,0,710,urban,0
40,F,4,truck,7182,0,4630,0,578,urban,0
54,F,8,sports,16903,0,673,1,727,suburban,0
44,M,2,sports,13026,1,5104,0,521,urban,0
56,M,3,suv,12168,1,5172,1,564,rural,0
65,M,3,sports,13249,1,7107,1,496,rural,0
60,F,5,truck,6913,0,7078,2,746,urban,0
52,M,4,sedan,5724,1,1392,0,850,urban,0
45,F,5,luxury,4317,0,10113,2,732,suburban,0
30,F,9,truck,19259,0,10683,2,795,urban,0
56,F,6,luxury,4166,0,1015,1,469,rural,0
70,F,3,sports,12287,1,7540,2,751,rural,1
50,M,4,truck,9296,1,4050,2,593,suburban,0
73,M,5,suv,17605,0,3160,1,534,urban,0
22,F,5,luxury,12074,0,5894,1,759,suburban,0
27,F,9,suv,5564,1,1978,1,584,rural,0
57,M,8,luxury,13369,0,2426,0,619,suburban,0
48,M,7,sports,13519,1,6746,1,748,urban,0
64,F,5,luxury,7842,1,9450,2,730,urban,0
44,F,3,sedan,10459,0,597,0,603,rural,0
31,F,3,sedan,16673,0,1184,0,589,rural,0
41,F,9,luxury,18660,0,685,1,671,urban,0
22,F,7,luxury,12192,2,1210,1,581,suburban,0
28,M,7,sports,18597,1,1537,1,683,rural,1
59,F,5,sedan,13625,1,7554,0,702,urban,0
58,M,5,suv,10216,1,2098,0,755,rural,0
50,F,6,truck,12868,0,5375,0,757,suburban,0
19,M,5,suv,7895,0,1902,0,654,suburban,0
39,F,3,truck,9447,1,10081,0,747,suburban,0
26,M,4,truck,16527,0,961,0,549,suburban,0
62,M,4,truck,1073,1,2789,0,671,rural,0
36,F,5,luxury,9913,0,500,2,700,rural,0
28,F,6,sedan,12243,0,1789,0,735,rural,0
45,M,1,sports,16209,1,4023,0,637,rural,0
35,M,5,sports,10688,0,19823,1,432,urban,0
67,M,7,sports,15816,1,25176,1,850,urban,1
33,F,4,sedan,12850,1,12613,1,587,urban,0
24,M,8,luxury,5442,0,2275,1,741,urban,0
18,F,4,sports,9456,0,739,0,754,rural,1
44,F,7,luxury,11613,0,1567,1,710,suburban,0
36,F,1,suv,13349,1,10398,2,779,suburban,0
23,F,4,sedan,9894,2,1009,2,461,suburban,1
62,F,5,suv,8502,0,3309,0,772,rural,0
55,F,5,sedan,14864,2,3746,1,474,urban,1
44,M,6,luxury,10562,1,6182,1,641,rural,0
65,M,5,luxury,13556,1,907,1,814,rural,0
54,F,2,suv,14723,0,500,0,638,suburban,0
32,M,5,sedan,19025,1,2483,0,685,rural,0
29,M,6,sports,14119,2,764,1,434,urban,0
57,F,6,sports,14981,1,1104,0,761,rural,0
50,M,4,truck,14090,1,1773,0,657,suburban,0
47,F,3,suv,12428,0,9060,2,850,urban,0
32,F,4,luxury,6132,1,1007,0,490,suburban,0
54,F,6,suv,9962,0,2930,0,577,suburban,0
33,F,3,sports,5746,0,972,0,545,urban,0
43,M,5,truck,7637,0,9863,0,794,suburban,0
66,M,2,sedan,9669,0,1689,0,655,urban,0
35,F,7,sports,15471,1,672,1,850,suburban,0
21,M,4,sports,10072,1,712,0,628,rural,0
29,F,6,suv,7769,1,5163,3,591,suburban,1
59,F,7,sedan,9840,1,2860,1,707,suburban,0
48,M,2,sports,18473,0,1374,1,717,suburban,0
43,M,2,truck,5696,0,816,1,646,rural,0
37,F,6,luxury,14464,0,1012,1,808,rural,0
52,M,4,sports,14768,0,29379,0,459,urban,1
32,F,6,suv,16709,0,769,0,526,suburban,0
49,F,1,sports,8172,0,3407,0,801,suburban,0
34,M,2,suv,7290,1,2605,0,640,urban,0
31,F,7,sedan,7073,0,2677,0,715,urban,0
35,M,5,sports,14352,0,500,1,552,suburban,1
39,F,6,truck,12168,0,20608,2,657,urban,0
44,F,7,sports,6817,0,7120,1,682,suburban,1
48,F,6,luxury,6475,0,3717,0,765,urban,0
18,F,4,truck,8562,0,2128,1,593,rural,0
32,F,7,luxury,9271,0,1094,2,756,urban,0
39,M,3,sports,8276,3,8632,0,484,rural,1
67,F,4,truck,11781,0,3398,0,598,rural,0
28,M,7,truck,11462,0,3263,0,723,urban,0
47,M,3,luxury,5382,0,1850,1,625,suburban,0
67,M,5,sedan,9182,1,957,1,720,suburban,0
25,F,4,luxury,16689,0,500,0,747,rural,0
50,M,4,truck,13898,0,3963,1,556,suburban,0
32,M,6,sports,7984,2,7899,1,550,suburban,0
37,M,7,sports,15181,0,4821,1,850,rural,0
32,F,11,sedan,17518,2,911,0,676,suburban,0
34,F,5,sports,11309,1,1961,1,850,urban,0
85,F,8,truck,18442,1,775,0,547,rural,0
57,F,8,sports,16245,1,2368,0,629,rural,0
61,M,4,truck,14830,1,1837,2,574,urban,0
52,F,2,sports,9052,0,519,0,628,rural,0
20,M,5,sedan,3481,0,2185,1,746,urban,0
50,F,5,sports,5677,1,1070,0,678,suburban,0
61,M,3,suv,4643,0,3621,0,688,suburban,0
32,F,9,suv,15825,0,20277,0,568,urban,0
59,F,2,truck,10243,2,2265,0,589,urban,0
55,F,9,truck,11040,0,3633,0,594,suburban,0
72,F,5,sports,19960,0,1869,1,676,suburban,1
38,M,2,suv,4504,0,7725,2,790,suburban,0
28,F,12,sports,14479,0,8960,1,542,suburban,1
39,F,7,truck,10518,0,523,1,820,suburban,0
66,F,3,luxury,2499,2,1404,0,568,suburban,0
18,M,4,suv,13208,1,4818,2,600,urban,0
18,F,0,suv,6402,1,1204,1,374,rural,1
46,F,2,luxury,1467,1,1908,0,484,suburban,0
38,M,7,luxury,1294,1,5994,2,744,urban,0
45,M,3,suv,7695,0,9874,2,606,rural,0
59,M,6,suv,8810,2,1870,0,714,urban,0
36,F,5,suv,10921,0,1996,0,634,rural,0
18,M,4,truck,1141,0,9580,1,581,suburban,0
75,F,3,suv,8523,0,2851,1,816,urban,0
30,M,5,sedan,14083,0,12854,1,414,urban,1
29,F,3,suv,13394,2,735,0,701,suburban,1
61,M,6,luxury,5994,2,3741,0,586,rural,0
39,M,3,sedan,18974,0,2552,2,641,rural,1
44,M,2,luxury,4398,0,4580,2,628,suburban,0
52,F,1,luxury,3048,1,4482,0,653,urban,0
61,M,4,sports,12445,0,2961,2,391,suburban,0
39,F,3,suv,7255,0,2222,0,782,rural,1
67,M,4,suv,14738,1,5121,2,603,rural,0
18,M,3,suv,6873,0,1351,0,386,urban,0
56,M,6,luxury,14508,0,5839,1,557,rural,0
32,F,4,sedan,19369,0,1796,1,676,rural,0
